datetime,Consumption,Solar Generation,Wind Generation,Hydropower Generation,Pump Hydro Generation,Combined Cycle Generation,Nuclear Generation,Total emissions (tCO2eq),tCO2/MWh,Electricity Price,Electricity Price 24h,Electricity Price 7d,Gas Price,Gas Price 24h,Gas Price 7d
10/20/2021 0:00,655814,59099.1,212371.8,21925.2,2780.2,85379.4,142698.4,78938.321,0.225,183.28,228.35,168.74,,90.86,88.29
10/21/2021 0:00,655556.1,55567.9,122622,28800.6,2618.5,140559.5,142654.6,98706.621,0.237,205.9,183.28,206.68,,87.35,93.42
10/22/2021 0:00,646655.7,53123.2,172999.3,22535.5,7389,123606.3,142609.5,94407.807,0.242,206.7,205.9,237.51,,89.43,97.37
10/23/2021 0:00,578683.7,62368.6,82702.4,22743.7,5361.5,144545.3,142301.7,100847.944,0.202,207.74,206.7,241.9,,88.07,91.54
10/24/2021 0:00,539593.2,63649,53993.3,24305.4,12708.7,130023.2,142436.7,95188.289,0.203,241.41,207.74,216.2,,89.37,91.84
10/25/2021 0:00,634595.8,57509.5,42778.1,32121.6,7823.7,213461.7,142601,130829.394,0.133,230.45,241.41,230,,88.71,93.95
10/26/2021 0:00,658557,55457.2,88507.3,24868.3,5644.4,212697.8,142665.6,127573.302,0.094,218.2,230.45,228.35,,92.75,90.86
10/27/2021 0:00,658820.4,56895.4,50539.5,31386.9,15758.6,241694.3,142545.8,136974.327,0.093,240.3,218.2,183.28,,93.41,87.35
10/28/2021 0:00,655515.5,54029.1,158963,23842.4,3828.5,128655,142515.4,96315.64,0.153,221.29,240.3,205.9,,90.61,89.43
10/29/2021 0:00,659931.2,21329.2,213412.7,16907.2,5538.9,119055.5,142467.2,93519.577,0.177,144.05,221.29,206.7,,82.72,88.07
10/30/2021 0:00,595782.7,18556.2,272454.6,17839.5,12276.4,52681,142426,65098.44,0.209,100,144.05,207.74,,71.32,89.37
10/31/2021 0:00,559743.7,29616.2,313783.5,15333.9,8951.1,31906.5,148411.5,54919.023,0.176,134.48,100,241.41,,70.5,88.71
11/1/2021 0:00,546209.3,34508,288071.9,16648.6,8091.7,43862.9,142512.4,57098.461,0.129,78.43,88.18,229.45,,68.86,92.75
11/2/2021 0:00,639624.3,33789.9,301491.2,19878.3,9096.2,109118.2,142502,89101.422,0.102,111.11,78.43,193.29,,60.96,93.41
11/3/2021 0:00,665584.1,47098.1,258532.5,20178.9,7319.9,145795.9,142709.2,103859.003,0.14,146.68,111.11,234.58,,63.52,90.61
11/4/2021 0:00,675063,51726.8,174544.1,21245.1,5041.4,184965.9,142877.4,118971.666,0.179,165.39,146.68,195.84,,69.6,82.72
11/5/2021 0:00,677617.4,54226.4,238696.7,20873.7,5327.3,134246.5,142987,100388.614,0.224,163.51,165.39,130,,75.09,71.32
11/6/2021 0:00,618178.6,56822,271988.8,22585.6,8520.3,70301.7,142998.8,69796.057,0.254,184.81,163.51,90.11,,72.82,70.5
11/7/2021 0:00,583424.1,56664.4,282310.8,19273.5,11525,73651.5,142780.8,66749.178,0.239,137.49,184.81,88.18,,71.08,68.86
11/8/2021 0:00,678843.6,55094.7,275900.3,26786.6,10137.2,123712.6,142550.4,91510.183,0.167,172.86,137.49,78.43,,70.62,60.96
11/9/2021 0:00,692470.5,55561.7,194424.9,28262.7,7652.2,179379.8,142591.8,114637.573,0.137,153.01,172.86,111.11,,74.57,63.52
11/10/2021 0:00,704943.4,52821.3,84297.3,35152.9,1921.3,284924.2,142277.8,153917.812,0.159,187.01,153.01,146.68,,76.79,69.6
11/11/2021 0:00,707431.9,51509.9,62371.6,37397.3,1401.4,315803.7,137199.2,166635.133,0.191,168.03,187.01,165.39,,72.71,75.09
11/12/2021 0:00,697414.8,49599.6,92761.1,34741.8,5510.8,281915.7,119416.4,154312.921,0.159,184.19,168.03,163.51,,73.44,72.82
11/13/2021 0:00,621392.8,51382.2,127282.1,21514.4,3401,180618.7,119204.4,113269.388,0.207,190,184.19,184.81,,75.94,71.08
11/14/2021 0:00,580170.5,52736.4,215677.2,20586.1,5876.9,107665,119007.6,85978.083,0.23,184.73,190,137.49,,75.45,70.62
11/15/2021 0:00,686622.7,51788.3,269771.4,28031.9,6400.6,149050.8,118810.8,104273.776,0.215,165.85,184.73,172.86,,74.61,74.57
11/16/2021 0:00,713659.3,49986.9,207004.7,25906.1,4739.7,212560.4,118451.4,127151.262,0.192,182.52,165.85,153.01,,78.77,76.79
11/17/2021 0:00,711404,50507.6,267514.4,25796.9,7144,133899.1,118279.4,97888.387,0.23,194.01,182.52,187.01,,82.67,72.71
11/18/2021 0:00,717013.1,43165.6,216568.4,29407,80.1,175653.9,118135.2,117674.26,0.236,221.44,194.01,168.03,,91.78,73.44
11/19/2021 0:00,716990.7,41173.1,157485.1,36909.8,896.5,233072.1,117995.6,137519.488,0.257,220.05,221.44,184.19,,98.15,75.94
11/20/2021 0:00,645193.9,18240.6,91096.8,35766.2,4626.8,271268,117883.7,149672.199,0.259,202.8,220.05,190,,94.37,75.45
11/21/2021 0:00,595836.4,30112.6,82045.7,34821.3,5187.3,236934.2,113930.2,133128.21,0.247,269.66,202.8,184.73,,93.27,74.61
11/22/2021 0:00,709290.9,25868.1,167585.5,33540.9,10211.7,290319.3,96231.2,156695.168,0.125,229.01,269.66,165.85,,92.48,78.77
11/23/2021 0:00,732962.4,29694.8,225056.9,33691.4,8428.1,281344.6,94519.6,153975.689,0.115,215,229.01,182.52,,91.42,82.67
11/24/2021 0:00,748901.7,29824.3,186613.3,34970.2,5111.3,311919.5,91663.2,165801.442,0.172,230.06,215,194.01,,88.99,91.78
11/25/2021 0:00,748263.7,30948.5,250105.8,35250.9,2732.4,264772.6,92031,149170.734,0.245,227.32,230.06,221.44,,96.17,98.15
11/26/2021 0:00,742269.2,40278,262966.3,31041.8,4395.3,227596.9,92277.6,133997.657,0.195,240,227.32,220.05,,95.49,94.37
11/27/2021 0:00,675273.6,38122.1,378670.8,35143.5,14840.3,87370.5,92364,78106.032,0.174,223.31,240,202.8,,95.4,93.27
11/28/2021 0:00,644372.9,43166.5,363018.7,29476.5,6786.3,87746.1,92409.6,76454.784,0.192,210.02,223.31,269.66,,92.81,92.48
11/29/2021 0:00,741977.2,33925.3,315101.8,40181.7,8533.8,212646.4,92010.3,122917.856,0.123,199.5,210.02,229.01,,92.81,91.42
11/30/2021 0:00,755516.8,42211.7,88566.4,55695.8,6264.5,370914.9,91573.1,187102.735,0.092,255.35,199.5,215,,100.84,88.99
12/1/2021 0:00,759318.9,39342.1,237617.9,42410.1,2450.6,238160.3,92483.2,136631.447,0.128,289.1,255.35,230.06,,100.54,96.17
12/2/2021 0:00,760455.1,41335.5,339189.2,44685.1,3042,171631,92558.4,111469.581,0.127,231.1,289.1,227.32,,98,95.49
12/3/2021 0:00,750069.5,45561.8,287708.4,53344.8,10446.9,207856.8,96506.4,124561.308,0.074,243,231.1,240,,96.55,95.4
12/4/2021 0:00,673593,31758,320973.9,49176.9,7371.2,113843.9,96721.3,88215.512,0.114,240.53,243,223.31,,94.96,92.81
12/5/2021 0:00,625454.8,39978,403822,45237.7,8332.8,52434.3,100813.1,59308.662,0.114,175.4,240.53,210.02,,93.25,92.81
12/6/2021 0:00,631122.4,41520.4,292564,46377.9,7314.4,114626.8,104873.3,86049.011,0.133,204.44,175.4,199.5,,89.66,100.84
12/7/2021 0:00,672732.4,25377,303860.6,48317.3,4083.7,114468.2,112751.8,91255.52,0.158,221.12,204.44,255.35,,91.71,100.54
12/8/2021 0:00,643717.1,32199.6,430110.2,54958.3,915.5,37726.3,119971.2,56383.81,0.22,176,221.12,289.1,,92.6,98
12/9/2021 0:00,740236,27834,388079.1,69623.1,4806,70049.3,120576,72997.774,0.238,205.75,176,231.1,,96.66,96.55
12/10/2021 0:00,737362.4,24614.5,417646.9,69156.5,5635.3,66792.8,120674.4,71084.985,0.213,182.06,205.75,243,,101.22,94.96
12/11/2021 0:00,660973.2,41781.7,263150.1,78395.8,9280.6,98641.6,120624,82625.951,0.23,221.11,182.06,240.53,,101.15,93.25
12/12/2021 0:00,616000.5,45628.6,106678.2,85595.2,11706.5,154297,119748,102991.584,0.268,263.07,221.11,175.4,,104.91,89.66
12/13/2021 0:00,723563.3,43852.4,94014.2,87590.5,4196.3,278454.4,119748,153623.394,0.199,250.59,263.07,204.44,,107.67,91.71
12/14/2021 0:00,745533.4,42696.6,63434.8,80140,5245.6,320531.8,119898,171303.94,0.161,290.98,250.59,221.12,,113.38,92.6
12/15/2021 0:00,747168.4,42870,100815.4,77914.3,7918.8,276684.9,122148.5,153875.306,0.2,295.24,290.98,176,,119.23,96.66
12/16/2021 0:00,752383.9,37428,137954.5,74711.3,2608,258020.4,126270.2,146236.893,0.203,291.04,295.24,205.75,,124.69,101.22
12/17/2021 0:00,745049.9,35699.2,109660.5,76755.3,8165.6,279896.5,138421.1,154653.99,0.183,289.26,291.04,182.06,,129.74,101.15
12/18/2021 0:00,672818.7,31915.9,86453.3,85771.1,5163.5,224224.3,145324.8,133756.696,0.206,310.12,289.26,221.11,,133.94,104.91
12/19/2021 0:00,625297.7,32775.5,117258,72423.2,2881.3,164836.5,127181,107985.057,0.155,335.62,310.12,263.07,,137.53,107.67
12/20/2021 0:00,735767.3,24901.8,125310.3,84649.9,5657.2,249055,134773.3,141199.454,0.116,319,335.62,250.59,,142,113.38
12/21/2021 0:00,737700.8,27243,138264.8,93458.1,2036,261810.1,138942,147776.368,0.102,324.61,319,290.98,,146.99,119.23
12/22/2021 0:00,725293.4,25934.7,145300.2,91556.6,9030.2,220632.9,144838,132978.799,0.088,354.49,324.61,295.24,,154.76,124.69
12/23/2021 0:00,693101.7,14327.3,168161.5,77308,14152.6,217039.8,146038.2,130890.008,0.084,386.1,354.49,291.04,,172.12,129.74
12/24/2021 0:00,596995,16238.7,200715.2,53071.3,11664.1,100099,146254.2,82307.566,0.127,343.08,386.1,289.26,,161.98,133.94
12/25/2021 0:00,515019.1,13471,169546,46488.6,12993.7,76503.5,146247,67477.998,0.169,245.12,343.08,310.12,,122.85,137.53
12/26/2021 0:00,539348.7,13140.2,233052.6,43715.6,14950,50997.6,146224.4,59431.046,0.124,223.86,245.12,335.62,,90.62,142
12/27/2021 0:00,612265.9,31372.9,388627.2,44165.4,15923.5,22044.8,146252.8,51064.933,0.067,52.64,223.86,319,,96.73,146.99
12/28/2021 0:00,620532.7,30648.8,379858.1,46119.7,19454.6,17502.3,146044.9,48816.111,0.071,64.5,52.64,324.61,,97.46,154.76
12/29/2021 0:00,614911.8,37387.1,216973.7,52854.8,8508.2,31062.9,146275.5,58026.949,0.069,112.06,64.5,354.49,,93.5,172.12
12/30/2021 0:00,609988.4,45585.7,99652.7,53224.4,11273.9,52869.8,146326.9,67957.997,0.074,200.68,112.06,386.1,,93.31,161.98
12/31/2021 0:00,571333.3,46560.8,120970.3,45888.9,5910.4,29023.7,146314.1,53680.013,0.087,150,200.68,343.08,,91.05,122.85
1/1/2022 0:00,498289.8,46594.7,139893,34350,22469.6,46225.7,146306.3,72814.528,0.132,145.86,150,245.12,,80.32,90.62
1/2/2022 0:00,542620,41061,109515.8,33348.8,12548.5,94889.2,146316.5,96461.471,0.169,133.21,145.86,223.86,,57.89,96.73
1/3/2022 0:00,653763.5,45872.3,152117.7,39106.7,14051.8,114915.7,146314.7,111286.3,0.168,181.5,133.21,52.64,,59.79,97.46
1/4/2022 0:00,677367.6,33135.1,299983.3,36900.9,14823.9,61876.3,146306.4,91277.899,0.124,125.47,181.5,64.5,,66.53,93.5
1/5/2022 0:00,674360.6,31996.4,292696,39862.3,8450.5,76323.6,146380.8,95366.15,0.127,120.11,125.47,112.06,,77.37,93.31
1/6/2022 0:00,581896.9,47613.7,203362.4,39207.7,9439.4,63089.7,146339.7,90110.348,0.133,207.15,120.11,200.68,,88.46,91.05
1/7/2022 0:00,662790.1,46682.6,215720.7,40355.9,14362.1,106971.1,146375.9,108750.223,0.147,213.47,207.15,150,,92.13,80.32
1/8/2022 0:00,645439.8,46841.9,257605.3,35442.2,1559.6,38726.5,145342.6,83019.705,0.118,270.02,213.47,145.86,,91.81,57.89
1/9/2022 0:00,615400.1,39696.2,398397.8,32212.4,3161.1,32417,149458.8,76107.229,0.095,109.18,270.02,133.21,,89.63,59.79
1/10/2022 0:00,716276.8,34879.3,303967.7,48462.4,2684.6,121515.3,157653.2,118329.362,0.139,196.23,109.18,181.5,,89.27,66.53
1/11/2022 0:00,727638.3,40792.4,235853.5,51041.4,3990.2,163586.7,164013,127429.761,0.152,210.34,196.23,125.47,,88.05,77.37
1/12/2022 0:00,734097.1,47660.8,244301,44069.4,1378.4,163292.2,170160.6,127071.466,0.147,196.65,210.34,120.11,,84.69,88.46
1/13/2022 0:00,745919,47205.6,122412.8,74250.1,6659,237784.3,170368.6,154387.129,0.184,190,196.65,207.15,,80.27,92.13
1/14/2022 0:00,754122,47594.6,84338.5,77170.2,6463.7,276450.5,170363.6,176472.856,0.21,205,190,213.47,,76.96,91.81
1/15/2022 0:00,677148.4,50539.2,64971,73801.5,3489.6,175017.4,170410.2,138726.939,0.194,222.01,205,270.02,,84.21,89.63
1/16/2022 0:00,635621.8,52543.1,67528.8,60261.7,573.9,167886.1,167380.8,134386.392,0.194,225.92,222.01,109.18,,87.05,89.27
1/17/2022 0:00,748384.1,54786,76030.6,71680.8,207.9,268649,170443.5,175945.302,0.212,252.53,225.92,196.23,,88.5,88.05
1/18/2022 0:00,772537.3,54439.1,50417.8,73764,3187.2,327746.7,170484.5,197761.846,0.229,213.9,252.53,210.34,,86.41,84.69
1/19/2022 0:00,772223.8,55424.7,103020.2,64471.2,1566.8,291599.5,170336.3,184936.142,0.214,224.68,213.9,196.65,,80.17,80.27
1/20/2022 0:00,770066.7,55104,197321.2,55550.8,14633,213388.8,170441.8,153642.331,0.174,194.18,224.68,190,,76.47,76.96
1/21/2022 0:00,766111.9,55972.4,296203.6,41467.9,10307.3,139059,170425,126701.188,0.141,180,194.18,205,,72.75,84.21
1/22/2022 0:00,690587.9,47900.5,165584.7,42819.8,10513.6,171046.5,170375.2,135234.356,0.173,192.89,180,222.01,,73.9,87.05
1/23/2022 0:00,649509.4,45160.6,94049.4,51528.1,795,188630.6,170390.6,140959.359,0.197,197.14,192.89,225.92,,78.29,88.5
1/24/2022 0:00,765396.8,42516.4,85679.1,82517.3,892,293269.9,170356.4,180608.864,0.215,190.27,197.14,252.53,,80.11,86.41
1/25/2022 0:00,767533.2,42395.5,97971.9,62790.1,1438.1,311091.5,170373.7,181664.283,0.213,220.27,190.27,213.9,,85.59,80.17
1/26/2022 0:00,765730.8,40033.6,122788.7,69403.2,6478.4,300785.6,170360.4,178696.596,0.206,244.86,220.27,224.68,,88.55,76.47
1/27/2022 0:00,757095,47891.3,138584.5,56431.6,3475.9,277928.3,170395.7,174151.292,0.203,238.4,244.86,194.18,,90.56,72.75
1/28/2022 0:00,746133,60509.2,215905,43951.9,1864.4,174502.2,170411.5,128500.083,0.155,232.13,238.4,180,,90.32,73.9
1/29/2022 0:00,665307.2,62697.1,121800.9,43303.3,3446.8,129459.5,170027.7,112914.498,0.164,228.06,232.13,192.89,,90.81,78.29
1/30/2022 0:00,616617.6,58562,97249.4,41515.2,1934.7,141887.9,170355.9,118088.72,0.178,234.5,228.06,197.14,,91.63,80.11
1/31/2022 0:00,720573.7,59888.4,293297.5,40371.7,22144,91207.8,170386.6,103490.858,0.126,242.36,234.5,190.27,,92.15,85.59
2/1/2022 0:00,731785.5,62367.8,316898.3,38058.4,9228,88959.4,170488.3,104096.518,0.123,208.4,242.36,220.27,,87.81,88.55
2/2/2022 0:00,727894.6,65039.6,140755.1,39596.2,5107,240486.2,170462.2,159424.874,0.191,184.75,208.4,244.86,,79.29,90.56
2/3/2022 0:00,722379.2,55608.5,78906.3,34590.1,3676.3,299673,170463.5,184298.212,0.227,215,184.75,238.4,,77.26,90.32
2/4/2022 0:00,719635.9,40143.6,115027.3,33503.2,881.8,220716.2,170453.5,160847.392,0.218,197,215,232.13,,78.05,90.81
2/5/2022 0:00,644045.9,47617.7,198061,23542.8,6291.8,86638.5,170493.9,100812.975,0.147,217.32,197,228.06,,79.04,91.63
2/6/2022 0:00,604495.7,56474.9,151542.6,28174.1,7653.3,90513.7,170332.3,88116.57,0.137,189.7,217.32,234.5,,80.17,92.15
2/7/2022 0:00,703112,66038.4,224686.2,32032.6,10200.6,144314,170415.4,110738.494,0.138,189.5,189.7,242.36,,80.36,87.81
2/8/2022 0:00,716113.2,65216.4,127313.2,36113.5,3926.9,216642.1,170418.1,144291.975,0.183,184,189.5,208.4,,79.88,79.29
2/9/2022 0:00,717079.3,64795.1,95104,41646,3466.1,247568.6,170426.3,161675.947,0.204,195,184,184.75,,78.7,77.26
2/10/2022 0:00,724884.1,62397.7,50848.9,45348.8,11553.7,284372.2,170378,184201.537,0.234,206.35,195,215,,79.57,78.05
2/11/2022 0:00,716322.4,57939.9,92831.5,49758.6,9567,257250.3,170398.3,176229.026,0.223,199.03,206.35,197,,76.37,79.04
2/12/2022 0:00,644051.1,51901.1,50444.5,38688.1,7319.6,197102,170126.5,145843.566,0.217,212.17,199.03,217.32,,75.22,80.17
2/13/2022 0:00,597545.9,45433,242401.5,22914,11651.7,54374.3,170194.9,82550.423,0.12,220,212.17,189.7,,75.18,80.36
2/14/2022 0:00,700058.7,63785.6,301874.7,31529.9,23961.6,78225.7,170223.8,94216.628,0.116,153.57,220,189.5,,75.29,79.88
2/15/2022 0:00,718467.2,69895.1,230972.9,35279.7,3592.9,116666.7,170287.6,108864.722,0.136,198.18,153.57,184,,77.83,78.7
2/16/2022 0:00,715108.6,60427.8,297540.8,29504.8,7828.1,74694,170374.5,91151.28,0.113,171.9,198.18,195,,78.11,79.57
2/17/2022 0:00,708576.3,69801.6,174833,32584.4,8676.8,151174.7,170313.7,121252.634,0.157,130,171.9,206.35,,69.69,76.37
2/18/2022 0:00,696619.1,70673.2,152169.9,31115.4,7178,97374.3,170193.4,101788.171,0.147,206.4,130,199.03,,70.52,75.22
2/19/2022 0:00,638730.1,42519.2,232687,28172.4,13590.4,53981.8,170191.2,79061.09,0.117,129,206.4,212.17,,70.68,75.18
2/20/2022 0:00,593974,69752,141179.3,29904.8,17154.8,79517.8,170086.6,88123.177,0.135,196,129,220,,71.08,75.29
2/21/2022 0:00,687865.8,76018.7,188785.4,30578,10810.2,104107.6,170095.7,107404.825,0.142,199,196,153.57,,73.04,77.83
2/22/2022 0:00,697852,79533.7,179709,33703.3,394.7,122167.5,170128.5,113574.736,0.149,176.59,199,198.18,,73.88,78.11
2/23/2022 0:00,697360.1,62470.3,112840.6,39135.5,1274.3,171484.2,170106.7,133324.259,0.185,178.55,176.59,171.9,,74.18,69.69
2/24/2022 0:00,698484.4,45870.4,142638.5,40722.5,2695.9,157366.6,170091,128134.988,0.18,210.61,178.55,130,,80.76,70.52
2/25/2022 0:00,697876.8,37233,305845.9,36009,7150.9,67785.8,170032.1,95904.253,0.124,230,210.61,206.4,,97.96,70.68
2/26/2022 0:00,636391.3,35773.3,174883.8,39678.4,10432.4,129033.7,170045.7,114815.755,0.163,285.41,230,129,,112.4,71.08
2/27/2022 0:00,588514.4,52996.4,65572.2,39834.5,19364,136778.8,170125.7,120665.715,0.193,256.07,285.41,196,,100.46,73.04
2/28/2022 0:00,665555.1,70754.1,60653.3,35106.8,10381.6,179330.7,170201,138327.587,0.199,295,256.07,199,,104.16,73.88
3/1/2022 0:00,688911.5,73984.8,124111.5,35609.7,3077.6,170383.7,170219.2,134355.018,0.177,268.9,295,176.59,,106.01,74.18
3/2/2022 0:00,697807.1,70466.9,185299.1,36779,5141.8,152680,170271.7,129213.27,0.161,251.04,268.9,178.55,,107.74,80.76
3/3/2022 0:00,704124.7,38911.2,176102.8,43919.9,11518.1,101823.3,170088.3,111780.284,0.158,331.16,251.04,210.61,,123.51,97.96
3/4/2022 0:00,699039.6,53062.1,284294.7,33448.5,5532.1,71275.4,170164,99922.383,0.126,350,331.16,230,,162.17,112.4
3/5/2022 0:00,622265.7,57829.7,171164.8,42849.7,4951,79407.2,163944.4,101064.392,0.149,376.5,350,285.41,,169.39,100.46
3/6/2022 0:00,582741.1,55331.8,145043.1,40656.7,4940.2,65359.4,167353.5,98368.06,0.153,390.61,376.5,256.07,,182.96,104.16
3/7/2022 0:00,697415.1,49986.9,110512.6,55102.2,12961.7,158161.5,170163.4,134422.249,0.189,441.85,390.61,295,,181.54,106.01
3/8/2022 0:00,694806.8,50151.7,170996.2,32818.6,11547.9,146058.9,170192.6,127600.599,0.172,450.95,441.85,268.9,,213.6,107.74
3/9/2022 0:00,687958.3,65732.1,163090.2,41724,6672.9,122128.4,170206,112689.102,0.154,510.26,450.95,251.04,,224.38,123.51
3/10/2022 0:00,684453.8,66001.5,187503.2,35109.6,4777.3,101599.7,170164.3,103938.453,0.14,378,510.26,331.16,,193.11,162.17
3/11/2022 0:00,689391.7,28755.7,249405.4,38930.8,18142.5,88777.2,170144,101393.299,0.138,270,378,350,,135.78,169.39
3/12/2022 0:00,608010.9,59986.4,237458,38382.2,7117.3,57248.9,162735.2,86990.856,0.122,290,270,376.5,,124.17,182.96
3/13/2022 0:00,560993.7,69587.1,168249.7,39718.5,5017.2,87662.5,144614.6,96253.229,0.144,214.5,290,390.61,,111.43,181.54
3/14/2022 0:00,689989.3,27455.9,334935.5,39058.8,18528.6,83832.8,144605,102729.128,0.127,291.55,214.5,441.85,,114.49,213.6
3/15/2022 0:00,688670.1,42252.1,308503.2,61027,2772.2,90717.5,144624.8,112893.476,0.138,215.54,291.55,450.95,,115.9,224.38
3/16/2022 0:00,690978.8,27704,216499.6,62702.7,3819.9,154918.3,144586.4,137641.676,0.18,253.41,215.54,510.26,,108.87,193.11
3/17/2022 0:00,678938.7,37860.2,387126.3,38053.9,3542.8,45235.3,144428.6,94868.454,0.115,205.1,253.41,378,,107.18,135.78
3/18/2022 0:00,666644.7,51054.2,209579.7,45376.7,3314.5,90251.6,144624.2,112539.592,0.159,203,205.1,270,,102.01,124.17
3/19/2022 0:00,588137.8,51252.6,148772.4,37284.8,4733,59643.5,144675.6,92079.854,0.154,259.92,203,290,,102.07,111.43
3/20/2022 0:00,558141.3,42119.6,239418.5,29507.4,12646.9,68312.1,144713.2,92193.759,0.135,215.49,259.92,214.5,,97.71,114.49
3/21/2022 0:00,657264.3,34769.8,267305.4,31572.2,2983.8,123380.3,144665,115676.894,0.149,218.69,215.49,291.55,,96.82,115.9
3/22/2022 0:00,672612.3,35050.1,298141.9,33608.3,3234.7,102903.7,144650.4,112484.095,0.141,223,218.69,215.54,,97.8,108.87
3/23/2022 0:00,679127.1,29281.1,285385.5,45529.2,2895,85536.1,144617.2,105424.257,0.139,219.48,223,253.41,,94.11,107.18
3/24/2022 0:00,684702.3,28189.5,231626,55213.6,4584.4,99121.1,144692,102519.286,0.143,220.78,219.48,205.1,,96.95,102.01
3/25/2022 0:00,671472.1,32238.7,190898.6,48166.5,16430.4,118253.6,144711.6,110260.393,0.159,262.48,220.78,203,,108.14,102.07
3/26/2022 0:00,599529.2,50507.6,115782.7,48247.5,8262.7,104632.8,144825.6,97332.714,0.159,266.14,262.48,259.92,,107.98,97.71
3/27/2022 0:00,524342.5,69264.7,116984.6,31323,5580.5,89388.7,138794.9,83940.42,0.143,258.17,266.14,215.49,,98.32,96.82
3/28/2022 0:00,640773.7,55926.4,169394.5,39119.7,8672.6,167855.9,144854.2,118454.624,0.161,216.79,268.17,199.3,,95.88,97.8
3/29/2022 0:00,659573.9,46652,64570.9,49203.9,8669.2,224705.9,145027.2,143322.759,0.21,240.26,216.79,228.88,,95.71,94.11
3/30/2022 0:00,667461.5,51227.7,185228.2,44565.5,4961.1,142429.9,144855.4,110259.044,0.151,265.14,240.26,212.99,,103.55,96.95
3/31/2022 0:00,666219.1,69398.7,313473.9,45166.9,13372,54977.2,144836.8,79754.888,0.102,275.67,265.14,211,,109.66,108.14
4/1/2022 0:00,669814.9,85121.3,337340.3,46027.2,16012.9,49878.9,144708.5,69310.7,0.086,218,275.67,230,,113.18,107.98
4/2/2022 0:00,606574.1,97668.4,255599.3,34822.6,5082.2,54903.7,144574.5,70974.943,0.095,296.42,218,270.47,,118.01,98.32
4/3/2022 0:00,574315.1,90899.1,238337.4,29357.9,9400,48253.4,144051.4,64617.956,0.091,290,296.42,268.17,,116.07,95.88
4/4/2022 0:00,702114.6,57730.2,295742.8,42877.6,13511.6,69385,143891,87344.983,0.114,194.44,290,216.79,,115.12,95.71
4/5/2022 0:00,725187.7,37320.4,180484.4,62930.6,15326.4,157995.3,143932.8,138548.326,0.182,245,194.44,240.26,,111.29,103.55
4/6/2022 0:00,704947.2,85369,154109.9,54666.5,3853.1,166740.7,143563.2,145610.65,0.184,278.11,245,265.14,,107.03,109.66
4/7/2022 0:00,677781.7,99725.9,284740.2,41464.8,7849.4,36582.8,146986.6,92289.061,0.114,249.24,278.11,275.67,,104.77,113.18
4/8/2022 0:00,665803.6,81920.1,344274.8,36114.4,7661.6,35099.4,145150.3,87065.929,0.108,218.98,249.24,218,,102.32,118.01
4/9/2022 0:00,590034.3,72440.1,146766.1,43723.6,15446.7,87124.9,143405.6,111883.05,0.164,244.12,218.98,296.42,,95.25,116.07
4/10/2022 0:00,538863.6,92065.6,183586.7,28951.9,4675.1,60452.3,143019.4,80142.483,0.12,282.48,244.12,290,,97.87,115.12
4/11/2022 0:00,627720.5,77427.9,339168.6,28760.6,6322.2,43761.8,144748.5,73828.879,0.096,150,282.48,194.44,,98.49,111.29
4/12/2022 0:00,648927.8,53193.5,177309.4,47361.6,7442.5,150522.1,154863.5,127279.944,0.171,220.26,150,245,,93.34,107.03
4/13/2022 0:00,641524.7,71996.1,119087.4,46877.2,11236.3,120751.8,166761.2,123194.064,0.173,242.75,220.26,278.11,,96.25,104.77
4/14/2022 0:00,545392.2,88865.6,104281.4,33990.7,8807.9,70354.8,168566.6,96158.321,0.146,232.45,242.75,249.24,,94.09,102.32
4/15/2022 0:00,498960,100676,74316.7,28977.6,18562.2,84200.4,168484.9,95352.306,0.154,214.9,232.45,218.98,,88.14,95.25
4/16/2022 0:00,513471.1,106380.2,124198.6,28022.2,10452.5,64414.4,167293,77330.918,0.119,222.43,214.9,244.12,,80.52,97.87
4/17/2022 0:00,489214,100920.4,113998.1,29290.7,16504.3,49710.3,166800.6,68611.516,0.112,160.22,222.43,282.48,,77.31,98.49
4/18/2022 0:00,536773.8,99727.5,168159.7,36137.5,11450.2,34740.8,166733,70111.703,0.105,95.9,160.22,150,,73.85,93.34
4/19/2022 0:00,611996.5,75113.9,249614,37852.2,3579.5,35282.4,166213.2,64619.5,0.092,120,95.9,220.26,,67.07,96.25
4/20/2022 0:00,652235.1,57220.7,351233.7,37494.5,3399.7,33149.9,165842,61262.054,0.08,125.01,120,242.75,,68.69,94.09
4/21/2022 0:00,654314.3,95522,238029.7,51202.4,6587.8,54681.5,165912.3,76981.914,0.102,154.5,125.01,232.45,,74.1,88.14
4/22/2022 0:00,656665.6,38110.6,192322.4,52241.9,7950.5,81128.7,160081.7,91964.568,0.137,216.06,154.5,214.9,,82.85,80.52
4/23/2022 0:00,585714.3,74847.9,358213.8,32675.7,9753.9,32779.7,145673.3,62311.284,0.082,180.21,216.06,222.43,,83.76,77.31
4/24/2022 0:00,531093.4,100440.9,189947.7,37424.7,8863.5,81333.8,134852.1,79587.481,0.117,144,180.21,160.22,,77.85,73.85
4/25/2022 0:00,618297,108105.9,38786.7,49228.5,2676,159859.6,119952.6,124532.691,0.189,267.43,144,95.9,,81.26,67.07
4/26/2022 0:00,641312.9,81619,63729.6,53010.1,1625.4,202367.1,120648.2,144634.362,0.207,237.76,267.43,120,,85.51,68.69
